,manufacturer,main_type,built_year,first_registration_date,has_all_wheel_drive,horsepower,handover_key_count,length,width,height,mileage,kw,price,evaluation_datetime,fuel,gear,ac,gps,color
261,Land Rover,Civic,  2012_year ,2/7/2012,1,209,2,3902,1909,1461,152916,153,,6/28/2018 15:30,Diesel,Auto_or_Hybrid,Auto,Big,red
262,Land Rover,Civic,  2003_year ,5/16/2003,1,150,1,3548,2420,1452,255294,110,,4/19/2018 8:49,Benzin,Manual,Auto,,purple
263,BMW,CR-V,  2004_year ,10/27/2004,,98,1,3681,2018,1485,176439,72,,6/13/2018 19:24,Diesel,Manual,Manual,,purple
264,Land Rover,A5,  2004_year ,3/5/2004,,174,2,3641,2305,1428,262199,128,,6/27/2018 11:02,Diesel,Manual,Auto,Big,brown
265,Land Rover,A5,  2009_year ,8/1/2008,,116,2,3803,2292,1427,145822,86,,6/20/2018 10:38,Diesel,Manual,Auto,Big,red
266,Land Rover,C-Max,  2005_year ,7/27/2005,,144,1,3519,2354,1421,179961,106,,6/12/2018 11:33,Diesel,Manual,Auto,,purple
267,Land Rover,V 70,  2010_year ,2/8/2010,1,193,2,3924,1883,1653,100303,142,,6/23/2018 14:34,Diesel,Auto_or_Hybrid,Auto,,red
268,Toyota,Vectra,  2009_year ,4/6/2009,,77,2,3526,2086,1428,40503,57,,9/12/2018 15:26,Benzin,Manual,Auto,Mobile,red
269,BMW,V 50,  2009_year ,8/12/2009,1,238,2,3794,2244,1726,292499,175,,8/4/2018 11:13,Diesel,Auto_or_Hybrid,Auto,,red
270,Fiat,C-Klasse,  2004_year ,6/10/2004,,132,2,3638,2012,1426,116814,97,,8/21/2018 10:06,Diesel,Auto_or_Hybrid,Auto,,purple
271,Smart,Punto,  2003_year ,10/16/2003,,93,2,3643,2377,1416,224177,68,,8/12/2018 19:07,Benzin,??,Manual,,red
272,Fiat,C-Klasse,  2008_year ,4/8/2008,,157,2,3728,2179,1459,103290,117,,7/4/2018 13:18,Benzin,Auto_or_Hybrid,Auto,Big,brown
273,Kia,A4,  2006_year ,7/26/2006,,102,2,3574,2295,1411,113752,75,,5/31/2018 12:12,Benzin,Manual,Manual,,beige
274,Citroen,M-Klasse,  2009_year ,4/21/2010,,144,2,3770,1916,1411,84731,106,,6/1/2018 12:17,Benzin,Manual,Manual,,brown
275,BMW,Insignia,  2011_year ,4/11/2011,,157,2,3629,2187,1516,95264,115,,6/5/2018 8:56,Diesel,Auto_or_Hybrid,Manual,Big,gray
276,Fiat,C5,  2013_year ,10/28/2013,,155,2,4005,2032,1507,83233,114,,5/8/2018 10:27,Diesel,Auto_or_Hybrid,Auto,Big,brown
277,Land Rover,A5,  2002_year ,10/25/2002,,140,2,3662,2395,1428,298749,103,,6/29/2018 18:54,Diesel,Manual,Auto,,red
278,Kia,Fiesta,  2006_year ,9/29/2006,,166,2,3739,2016,1645,208966,122,,4/29/2018 11:35,Diesel,Manual,Manual,,red
279,BMW,Polo,  2007_year ,8/15/2007,,107,2,3654,1980,1580,114418,79,,5/31/2018 11:20,Diesel,Manual,Auto,,purple
280,Kia,A4,  2006_year ,11/30/2006,,112,2,3560,2175,1500,139167,83,,5/5/2018 11:38,Diesel,Manual,Manual,,red
281,Land Rover,Civic,  2013_year ,7/23/2013,,139,2,3659,1933,1461,185758,103,,9/23/2018 13:40,Diesel,Manual,Auto,Big,brown
282,Nissan,Superb,  2005_year ,10/21/2005,0,164,3,3796,2208,1710,127892,120,,8/31/2018 15:19,Benzin,Auto_or_Hybrid,Auto,,red
283,Dacia,Kuga,  2010_year ,4/26/2010,,103,2,3516,2340,1468,122655,75,,6/24/2018 17:47,Diesel,Auto_or_Hybrid,Auto,,red
284,Porsche,X1,  2011_year ,5/2/2011,,75,1,3766,2166,1490,90504,55,,7/12/2018 13:53,Benzin,Manual,Manual,Mobile,purple
285,Suzuki,Touran,  2010_year ,4/14/2010,,124,3,3651,2335,1700,130751,90,,5/30/2018 12:04,Diesel,Manual,Auto,,red
286,BMW,5,  2007_year ,5/2/2007,,174,2,3570,1981,1635,186347,128,,9/9/2018 16:09,Diesel,Manual,Auto,Big,brown
287,Kia,E-Klasse,  2010_year ,1/25/2011,,90,1,3863,2011,1615,77605,67,,5/8/2018 15:56,Benzin,Manual,Manual,Mobile,brown
288,Citroen,207,  2004_year ,4/7/2004,,165,2,3469,1986,1468,391642,121,,5/1/2018 11:00,Diesel,Auto_or_Hybrid,Auto,Big,brown
289,Audi,RAV 4,  2010_year ,6/29/2010,1,127,2,3817,2036,1710,122094,94,,9/13/2018 8:24,Diesel,Auto_or_Hybrid,Auto,Big,red
290,Ford,6,  2010_year ,8/13/2010,,106,2,3645,2380,1480,137144,79,,5/30/2018 14:27,Diesel,Manual,Manual,,silver
291,Land Rover,Clio,  2010_year ,7/5/2010,,170,2,3772,1891,1372,56964,124,,7/29/2018 13:48,Benzin,Manual,Auto,,brown
292,Honda,911,  2008_year ,9/29/2008,,152,2,3611,2242,1397,76043,112,,10/13/2018 11:27,Benzin,Manual,Auto,,red
293,BMW,Touareg,  2009_year ,1/15/2010,,185,2,4050,1982,1970,132000,135,,7/13/2018 8:58,Diesel,Manual,Auto,Big,silver
294,Opel,Ibiza,  2013_year ,10/25/2013,,108,1,3803,2335,1534,118092,79,,5/20/2018 14:58,Diesel,Manual,Auto,Big,red
295,Citroen,B-Klasse,  2005_year ,1/3/2005,1,226,2,3537,1982,1715,172135,166,,8/18/2018 11:40,Diesel,Auto_or_Hybrid,Auto,Big,brown
296,Kia,A4,  2004_year ,3/11/2005,,92,2,3750,2094,1500,120470,67,,7/1/2018 13:52,Benzin,Auto_or_Hybrid,Auto,,purple
297,Dacia,Kuga,  2009_year ,6/17/2009,,149,2,3590,1947,1451,161545,110,,5/28/2018 14:15,Diesel,Auto_or_Hybrid,Auto,Big,red
298,Land Rover,Civic,  2005_year ,7/18/2005,,162,2,3539,2167,1463,225427,119,,5/8/2018 15:23,Diesel,Manual,Auto,,brown
299,Audi,Avensis,  2005_year ,1/12/2006,,131,2,3481,2140,1427,235452,97,,5/25/2018 13:45,Benzin,Manual,??,,purple
300,Hyundai,X3,  2003_year ,10/30/2003,1,137,3,3516,2326,1680,86821,101,,8/21/2018 9:22,Benzin,Auto_or_Hybrid,Manual,,purple
301,Land Rover,C-Max,  2009_year ,8/19/2009,,150,2,3593,2183,1423,138389,110,,7/25/2018 8:22,Benzin,Manual,Auto,,red
302,Land Rover,A5,  2007_year ,10/1/2007,,99,2,3886,2203,1428,102295,73,,5/22/2018 16:20,Benzin,Manual,Auto,,brown
303,Land Rover,A5,  2009_year ,11/16/2009,,156,2,3706,2128,1436,130563,115,,9/6/2018 16:33,Diesel,Auto_or_Hybrid,Auto,,brown
304,Kia,Golf V,  2015_year ,5/4/2015,1,167,2,3791,1859,1520,99384,122,,6/3/2018 9:18,Diesel,Auto_or_Hybrid,Auto,Big,red
305,BMW,Mondeo,  2006_year ,10/31/2006,,146,2,3545,2139,1730,129421,108,,4/23/2018 14:14,Diesel,Manual,Auto,Big,purple
306,Citroen,207,  2012_year ,5/18/2012,,194,2,4009,2238,1462,122409,142,,5/25/2018 18:42,Diesel,Manual,Auto,Big,red
307,Seat,X5,  2010_year ,6/24/2010,1,223,2,3949,2233,1713,227941,165,,7/4/2018 13:24,Diesel,Manual,Auto,Big,red
308,Citroen,500,  2000_year ,2/16/2000,,133,2,3495,2404,1415,129563,98,,7/7/2018 10:15,Benzin,Auto_or_Hybrid,Manual,,silver
309,Citroen,207,  2011_year ,10/13/2011,,175,2,3764,2150,1462,109370,128,,6/29/2018 13:42,Diesel,Auto_or_Hybrid,Auto,Big,red
310,Toyota,S 60,  2006_year ,4/24/2007,,91,1,3527,2026,1458,212594,67,,7/8/2018 16:46,Benzin,Manual,Manual,,brown
311,Citroen,500,  2005_year ,12/21/2005,,182,2,3488,2068,1440,286083,134,,5/17/2018 9:19,Diesel,Auto_or_Hybrid,Auto,Big,brown
312,BMW,206,  2006_year ,6/19/2006,,64,2,3473,1988,1467,62416,46,,5/14/2018 16:41,Benzin,Manual,Manual,,brown
313,BMW,Twingo,  2010_year ,9/24/2010,,143,2,3719,2048,1686,151363,105,,5/16/2018 17:27,Diesel,Manual,Auto,,red
314,BMW,Insignia,  2009_year ,4/21/2009,,178,2,3660,1956,1417,143026,131,,4/23/2018 11:19,Diesel,Manual,Manual,Big,brown
315,Land Rover,C-Max,  2011_year ,4/1/2011,,169,2,3743,2124,1423,134519,124,,5/7/2018 11:32,Benzin,Manual,Auto,,red
316,Audi,1er,  2003_year ,12/16/2003,,113,2,3476,2320,1532,172972,84,,6/25/2018 15:46,Benzin,Manual,Manual,,brown
317,Dacia,T5,  2011_year ,1/31/2011,,195,2,4009,2235,1510,102727,144,,8/7/2018 13:12,Diesel,Auto_or_Hybrid,Auto,Big,brown
318,BMW,Q5,  2010_year ,8/13/2010,,130,2,3928,2220,1504,69078,96,,7/5/2018 11:11,Benzin,Manual,Auto,,brown
319,Citroen,500,  2007_year ,1/15/2008,,184,2,3664,2386,1418,244056,136,,5/24/2018 10:25,Diesel,Manual,Auto,??,brown
320,Citroen,207,  2010_year ,10/11/2010,,273,2,3838,1867,1462,160454,201,,6/15/2018 19:16,Diesel,Auto_or_Hybrid,Auto,Big,red
321,Citroen,Qashqai,  2008_year ,10/21/2008,1,153,2,3681,1934,1674,222782,112,,7/6/2018 19:16,Diesel,Manual,Auto,Big,brown
322,Audi,Avensis,  2006_year ,6/30/2006,,133,2,3590,2275,1415,143387,98,,7/2/2018 10:49,Benzin,Auto_or_Hybrid,Auto,,red
323,Fiat,C-Klasse,  2001_year ,??,,182,1,3649,2143,1406,130599,134,,8/26/2018 13:54,Benzin,Manual,Auto,,orange
324,Citroen,207,  2004_year ,7/9/2004,,202,4,3616,2088,1491,261953,148,,6/24/2018 10:08,Diesel,Auto_or_Hybrid,Auto,Big,red
325,Fiat,C5,  2006_year ,7/10/2007,,149,2,3848,2076,1496,139886,110,,9/22/2018 9:08,Benzin,Auto_or_Hybrid,Auto,Big,brown
326,BMW,Mondeo,  2011_year ,4/20/2011,,125,2,4063,1957,1740,123101,92,,3/30/2018 11:43,Diesel,Manual,Auto,Big,brown
327,Dacia,Kuga,  2005_year ,1/11/2006,,222,2,3636,2165,1447,105298,163,,7/19/2018 16:06,Benzin,Manual,Auto,,red
328,Kia,A4,  2001_year ,6/15/2001,,85,2,3588,2211,1425,111606,62,,6/16/2018 11:56,Benzin,Manual,Manual,,silver
329,Land Rover,Civic,  2010_year ,3/29/2010,1,253,2,3754,2045,1463,97546,185,,11/6/2018 8:43,Diesel,Auto_or_Hybrid,Auto,Big,red
330,Dacia,Kuga,  2005_year ,2/28/2005,,94,2,3514,2280,1468,182190,69,,8/6/2018 12:54,Benzin,Auto_or_Hybrid,Manual,,beige
331,Citroen,500,  1999_year ,4/15/1999,,127,2,3523,2196,1415,228129,94,,10/16/2018 19:53,Benzin,Manual,Auto,,brown
332,Mazda,C4,  2010_year ,11/17/2010,,115,2,3577,2059,1695,94028,85,,11/3/2018 13:12,Diesel,Manual,Manual,,gray
333,BMW,Insignia,  2007_year ,1/31/2007,,99,2,3797,2036,1517,143869,,,7/12/2018 14:31,Diesel,Manual,Auto,Big,brown
334,Citroen,500,  2006_year ,7/12/2006,,159,2,3529,2119,1440,227594,117,,7/8/2018 9:29,Diesel,Manual,Auto,Big,brown
335,Citroen,M-Klasse,  2007_year ,9/24/2007,,111,2,3606,2311,1421,142457,82,,9/5/2018 13:22,Benzin,Manual,Auto,,brown
336,Fiat,C-Klasse,  2001_year ,6/28/2001,,225,2,3597,2358,1406,184453,166,,9/12/2018 15:30,Benzin,Auto_or_Hybrid,Auto,Big,brown
337,Porsche,Golf Plus,  2013_year ,10/30/2013,,73,2,3805,2210,1488,66334,53,,5/21/2018 17:16,Benzin,Manual,Auto,,beige
338,Nissan,Duster,  2011_year ,11/30/2011,,113,2,3691,2024,1460,42174,83,,6/24/2018 10:45,Benzin,Manual,Auto,,silver
339,Land Rover,Civic,  2008_year ,5/6/2008,1,218,2,3794,2220,1463,330098,161,,9/3/2018 12:27,Diesel,Auto_or_Hybrid,Auto,Big,brown
340,Nissan,Superb,  2014_year ,5/6/2014,,130,2,3964,2056,1685,53643,95,,7/29/2018 15:13,Diesel,Manual,Auto,Big,brown
341,Citroen,500,  2003_year ,3/27/2003,,184,1,3592,2202,1372,222929,135,,10/19/2018 9:30,Benzin,Manual,Manual,,red
342,Citroen,M-Klasse,  2008_year ,6/16/2008,,180,2,3619,2131,1411,62571,132,,4/27/2018 12:37,Benzin,Auto_or_Hybrid,Auto,,black
343,Land Rover,C-Max,  2002_year ,7/30/2002,,116,2,3555,2234,1090,210180,85,,5/1/2018 16:21,Benzin,Manual,Auto,,red
344,Citroen,500,  2006_year ,10/11/2006,,145,2,3816,2187,1440,144943,106,,4/5/2018 17:46,Benzin,Manual,Auto,,red
345,Citroen,207,  2006_year ,1/20/2006,,205,2,3696,2279,1491,237719,151,,7/15/2018 14:04,Diesel,Auto_or_Hybrid,Auto,Big,brown
346,BMW,Twingo,  2012_year ,9/12/2012,1,147,2,4094,1857,1703,53447,108,,9/1/2018 16:46,Diesel,Auto_or_Hybrid,Auto,Big,purple
347,Fiat,Octavia,  2009_year ,9/29/2009,,88,2,3657,2291,1593,86365,64,,5/30/2018 10:31,Diesel,Manual,Manual,,purple
348,Land Rover,XC 60,  2014_year ,2/5/2014,1,251,2,4139,1720,1737,80822,184,,7/1/2018 16:38,Diesel,Auto_or_Hybrid,Auto,Big,gray
349,Audi,Avensis,  2011_year ,3/28/2011,,185,2,3631,1910,1548,113359,136,,4/21/2018 10:24,Benzin,Auto_or_Hybrid,Auto,Big,brown
350,Dacia,T5,  2009_year ,4/30/2009,1,260,2,3630,2361,1462,253779,191,,5/15/2018 12:49,Benzin,Auto_or_Hybrid,Auto,Big,brown
351,Kia,Golf V,  2010_year ,12/11/2010,,151,1,3757,2365,1498,243179,111,,5/12/2018 10:36,Diesel,Auto_or_Hybrid,Auto,Big,brown
352,Citroen,M-Klasse,  2009_year ,11/16/2009,,140,2,3791,1976,1421,,103,,5/23/2018 14:56,Benzin,Manual,Auto,,purple
353,BMW,Polo,  2010_year ,4/12/2010,,110,2,3617,2137,1621,,80,,9/19/2018 11:20,Diesel,Manual,Auto,,silver
354,Kia,E-Klasse,  2005_year ,9/30/2005,,107,2,3572,2094,1624,171660,79,,9/12/2018 15:35,Benzin,Manual,Manual,,brown
355,BMW,5,  2004_year ,6/18/2004,,138,2,3565,2215,1652,186832,101,,6/20/2018 9:26,Benzin,Manual,Manual,,brown
356,Land Rover,C-Max,  2014_year ,7/4/2014,,136,2,3964,2128,1416,78616,100,,6/23/2018 9:05,Benzin,Auto_or_Hybrid,Manual,,brown
357,Land Rover,Civic,  2004_year ,2/22/2004,,165,2,3530,2399,1459,206816,121,,7/16/2018 17:13,Benzin,Manual,Auto,,silver
358,Dacia,Kuga,  2013_year ,4/12/2013,,96,2,3683,2145,1460,54504,70,,5/19/2018 11:44,Diesel,Auto_or_Hybrid,Auto,,white
359,Citroen,500,  2006_year ,6/22/2006,,141,2,3550,2117,1418,106567,103,,7/9/2018 16:02,Benzin,Manual,Auto,,yellow
360,Citroen,500,  2010_year ,2/24/2010,,221,2,3643,2137,1418,150646,163,,4/25/2018 10:48,Diesel,Auto_or_Hybrid,Auto,Big,red
361,Kia,Evoque,  2007_year ,1/29/2007,,77,2,3494,2133,1488,130335,57,,7/6/2018 10:23,Benzin,Manual,Manual,,brown
362,Fiat,C5,  2003_year ,5/16/2003,,220,1,3458,2375,1449,274401,161,,7/28/2018 17:57,Diesel,Auto_or_Hybrid,Auto,Big,red
363,Dacia,Kuga,  2010_year ,9/23/2010,,190,2,3851,2255,1447,104596,140,,7/7/2018 10:18,Diesel,Manual,Auto,,black
364,Kia,Evoque,  2009_year ,10/9/2009,,99,2,3584,2212,1488,80374,73,,6/14/2018 9:20,Benzin,Manual,Manual,,white
365,MINI,Astra,  2014_year ,4/4/2014,1,136,2,4325,1865,1365,64036,100,,9/16/2018 12:26,Diesel,Auto_or_Hybrid,Auto,,white
366,Land Rover,A5,  2009_year ,1/7/2010,,136,1,3757,1974,1436,141481,100,,9/26/2018 9:13,Benzin,Manual,Auto,Big,brown
367,Suzuki,Touran,  2011_year ,6/15/2011,,106,2,3596,1982,1700,176040,79,,6/9/2018 14:48,Diesel,Auto_or_Hybrid,Auto,,brown
368,BMW,CR-V,  2007_year ,8/8/2007,,162,2,3610,2317,1513,116526,119,,4/11/2018 16:26,Benzin,Manual,Auto,,red
369,Fiat,C5,  2003_year ,1/14/2004,,154,2,3437,2186,1452,292451,113,,8/5/2018 9:37,Diesel,Manual,Auto,Big,red
370,BMW,V 50,  2006_year ,8/24/2006,1,224,2,3804,2094,1726,240172,164,,9/4/2018 11:16,Diesel,Auto_or_Hybrid,Auto,Big,brown
371,Skoda,MINI,  2007_year ,5/31/2007,,128,2,3460,2186,1615,140384,94,,9/9/2018 13:25,Benzin,Manual,Auto,,purple
372,Land Rover,A5,  2006_year ,2/2/2006,,151,2,3857,2299,1428,137050,111,,7/21/2018 14:03,Benzin,Manual,Auto,,red
373,Porsche,X1,  2011_year ,10/28/2011,,66,2,3780,2030,1490,29351,48,,7/14/2018 12:21,Benzin,Manual,,,purple
374,Dacia,307,  2007_year ,3/31/2008,,93,2,3653,2350,1498,153707,69,,4/12/2018 10:57,Benzin,Manual,Auto,,red
375,Citroen,500,  2000_year ,5/31/2000,,189,2,3581,2417,1369,298232,139,,4/15/2018 12:18,Benzin,Manual,Auto,,purple
376,Fiat,C-Klasse,  2011_year ,2/9/2011,,113,2,3820,2312,1459,116316,83,,7/26/2018 13:59,Diesel,Manual,Auto,,red
377,BMW,Insignia,  2007_year ,4/11/2007,,188,2,3627,2132,1517,161979,138,,4/7/2018 13:52,Diesel,Manual,Auto,,green
378,Fiat,Octavia,  2011_year ,10/25/2011,,105,2,3831,1995,1593,42227,78,,5/28/2018 14:27,Benzin,Manual,Manual,,red
379,Citroen,500,  2003_year ,11/27/2003,,124,2,3411,2178,1415,168127,92,,9/28/2018 11:13,Benzin,Manual,Auto,,red
380,Fiat,Corsa,  2012_year ,9/25/2012,1,469,1,4535,1626,1796,83037,345,,6/25/2018 17:28,Benzin,Auto_or_Hybrid,Auto,Big,red
381,BMW,CR-V,  2005_year ,7/14/2005,,111,2,3616,2056,1485,133365,81,,7/25/2018 12:12,Diesel,Manual,Auto,,purple
382,Citroen,500,  2009_year ,6/29/2009,,162,2,3676,2229,1418,245562,119,,5/13/2018 16:42,Diesel,Manual,Auto,,red
383,Citroen,B-Klasse,  2010_year ,4/14/2010,1,301,2,4064,2031,1776,178993,222,,6/18/2018 17:54,Diesel,Auto_or_Hybrid,Auto,Big,purple
384,??,A4,  2005_year ,8/30/2005,,100,1,3449,2386,1460,153476,73,,9/13/2018 9:05,Benzin,Manual,Manual,,purple
385,Land Rover,A5,  2002_year ,3/11/2002,,150,2,3754,1990,1415,160031,110,,10/7/2018 9:46,Benzin,Manual,Auto,,red
386,BMW,Insignia,  2011_year ,9/14/2011,1,177,2,3680,2167,1516,216681,130,,10/11/2018 8:56,Diesel,Auto_or_Hybrid,Auto,Big,gray
387,BMW,Twingo,  2012_year ,3/15/2012,1,140,2,3768,2207,1703,216115,103,,10/19/2018 10:32,Diesel,Auto_or_Hybrid,Auto,Big,brown
388,Fiat,C5,  2010_year ,4/14/2010,,204,2,3942,2091,1398,136063,151,,4/27/2018 15:07,Diesel,Auto_or_Hybrid,Auto,Big,red
389,Volvo,XC 90,  2008_year ,8/1/2008,,326,2,4781,1781,1310,77396,240,,10/12/2018 11:38,Benzin,Auto_or_Hybrid,Auto,Big,white
390,BMW,206,  2006_year ,11/7/2006,,87,2,3483,2313,1467,174095,64,,8/20/2018 13:20,Benzin,Manual,Auto,,purple
391,Opel,Ibiza,  2012_year ,3/5/2012,,144,2,3674,2360,1471,166145,106,,5/20/2018 10:28,Diesel,Manual,Auto,Big,red
